"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","text"
"524",0,0,0,0,0,0,0,0,0,0,0,"TFW you hear we're having a sitewide sale for the entire month of April! 

Use the code ""UniquelyYou"" at checkout: https://t.co/rUtorkETbV

#sale #sitewidesale #appleaccessories #iPadcovers #iPadcases #saving #nicolekidman #oscars #oscars2022 #humor #meme https://t.co/FRe7a7QhrZ"
"525",0,0,0,0,0,0,0,1,0,2,2,"The Academy are deciding on what “consequences” Will Smith will face for hitting Chris Rock at the Oscars 
https://t.co/OYIQsyjsQt"
"526",2,1,0,0,1,2,1,2,2,1,-1,"Harvey Weinstein, Roman Polanski, Kevin Spacey, Mel Gibson... all still have their Oscars. Will Smith is really one vote away from losing his?! https://t.co/4U882VZq8K"
"527",0,1,0,1,1,0,0,0,2,1,-1,"I wanna thank my mum who brought me to this world, and the amazing friends here on the platform..

Oh wait this is not the Oscars..

ITS WAY BETTER <U+0001F62D><U+0001F62D>

See you soon baby @MSuppasit 

#MewSuppasit #<U+0E21><U+0E34><U+0E27><U+0E28><U+0E38><U+0E20><U+0E28><U+0E34><U+0E29><U+0E0F><U+0E4C> #Before430 https://t.co/JkHJ5Qqtyp"
"528",0,0,0,0,0,0,0,1,0,0,0,"Oscars slapper Will Smith says he turned down 'Django' due to 'violence' https://t.co/oAEsLTxbqG https://t.co/nvSeM23Zfk"
"529",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"530",0,0,0,0,0,0,0,0,0,0,0,"Half Oscars, half ""why not?"" https://t.co/YEFLAZfS6X https://t.co/SzZxCjCzGK"
"531",0,1,0,1,1,0,1,2,0,1,1,"2022 - Belongs To Jurassic World Dominion.
Oscars Cheer Moment and Oscars Fan Moment - Its Jurassic World Dominion
 Thats the tweet 
#JurassicWorldDominion 
#SuckItWarnerBrothers https://t.co/N2ZXPRHIHO"
"532",0,0,0,0,0,0,0,1,0,2,2,"The Academy are deciding on what “consequences” Will Smith will face for hitting Chris Rock at the Oscars 
https://t.co/OYIQsyjsQt"
"533",0,0,0,0,0,0,0,2,0,1,1,"@BooRxdley Its like the PR leading up to the Oscars.  They are trying to get him the MVP over rhe real MVP @JoelEmbiid"
"534",0,1,0,0,0,0,0,0,0,0,0,"- ‘CODA’ Oscars win is a coming of age moment for streaming services https://t.co/vKIeNYBaiI"
"535",1,2,2,1,2,2,0,3,2,4,2,"The sick irony is that Aunt Becky &amp; Felicity Huffman are likely members of the Academy which means they'll be casting votes on whether Will Smith should be punished. Sounds about White. #Oscars"
"536",0,1,0,0,1,0,1,1,0,2,2,"Take his Oscar away!
Will assaulted Chris Rock and should have been arrested on the spot.
He should not have been handed an award moments later.
Take the Oscar back and put it on display to remind people what not to do.
#Oscars 
#Oscars2022 
#WillSmithAssault"
"537",0,0,0,0,0,0,0,0,0,1,1,"Andrew Garfield Saves Chris Rock at the Oscars https://t.co/OJ9Uv1hbDE"
"538",0,0,0,0,0,0,0,0,0,1,1,"Billy Crystal did blackface at the Oscars. https://t.co/KnJVJKPMHe"
"539",0,1,0,0,2,0,2,1,0,1,1,"Excited for Spring break? Here are five things to do over the break! #Springbreak #Redbank # Easter # Beach # Oscars https://t.co/m9J4Kaz3qX"
"540",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"541",1,2,0,0,1,0,1,1,1,4,3,"The Academy of Motion Picture Arts and Sciences' Board of Governors will meet Friday to determine what disciplinary action, if any, will be taken against actor Will Smith over his on-stage smack of comedian Chris Rock during this year's Oscars ceremony. https://t.co/StMXBD9nEw"
"542",2,1,1,2,0,3,0,0,3,0,-3,"Is Making Jokes Considered #VerbalAbuse? New. || https://t.co/Y71hpdKZKZ
--
#abuse #emotionalabuse #oscars #willsmith #chrisrock #justjoking #anxiety #depression #ptsd #mentalhealth #mentalillness #mhsm #mhchat https://t.co/pNAldBof2f"
"543",0,2,0,0,1,1,0,1,1,4,3,"A week after #WillSmith slapped Chris Rock at the Oscars, Hollywood was still abuzz with activity until the “King Richard” star resigned from the Academy of Motion Picture Arts and Sciences, which puts on the #Oscars.

Read More: https://t.co/cc7u6B8vye https://t.co/M3sNcxGYtr"
"544",1,1,0,0,0,0,1,2,2,1,-1,"Billy Crystal Calls Will Smith Oscars Slap a 'Most Disturbing Incident' https://t.co/YJ0CcdYw2L https://t.co/YkcoTK29Cg"
"545",1,1,0,0,0,0,1,2,2,1,-1,"Billy Crystal Calls Will Smith Oscars Slap a 'Most Disturbing Incident'  https://t.co/R2YTwzwfx0"
"546",1,2,1,0,1,1,0,3,2,4,2,"@the3els @Dzimi22 @Faraday002 @ASAP_Pipa The second he lost people started saying actor and making memes of him at the Oscars, aljos right for not giving a shit about these peoples respect imo

The other part is objective truth but the bulk of what he was saying and the point he made was ""aljo should do this because..."""
"547",1,0,0,1,0,0,0,0,1,0,-1,"He didn’t shoot anyone at the Oscars https://t.co/VYKogOC14H"
"548",1,0,0,0,0,0,1,0,1,0,-1,"Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa"
"549",1,0,2,2,0,2,1,0,2,0,-2,"Hollywood will decree later whether #WillSmith should lose his Oscar. it would be a travesty bearing in mind rapist Harvey Weinstein has kept his two Oscars"
"550",0,1,0,2,0,1,0,0,1,2,1,"@TheAcademy @EW @Variety @THR  @MMandOscar  #Oscars  @GoldDerby @moviescope @etnow  @NextBestPicture   @AwardsDaily @awards_watch @ErickWeber @AwardsCircuit  ROTTEN TOMATOES 5 STARS !! Able to pull off successfully. Bold, innovative film  grown increasingly scarce. Best movie. https://t.co/lwt9fyUsc8"
"551",0,0,0,0,0,0,0,0,0,0,0,"cate blanchett wearing jean paul gaultier and jewelry by cynthia bach to the 2000 oscars https://t.co/IYNJlFrbkX"
"552",0,0,0,0,1,0,1,3,0,4,4,"@heroicgg @HEROIC_R6 Be careful so you don’t end up at the oscars and get slaped by Will Smith. Cause your acting is fucking solid @Mrofficer88"
"553",1,1,0,0,2,0,0,2,1,4,3,"""Minamata just got recognized as a fan favorite at the Oscars &amp; it’s received a predominance of positive reviews for star/producer Johnny Depp. The film, which just became available via Video On Demand, has defied expectations &amp; won fans across the world.""
https://t.co/vuLwHrm9cg"
"554",1,0,0,1,0,0,0,0,1,0,-1,"He didn’t shoot anyone at the Oscars https://t.co/VYKogOC14H"
"555",0,1,0,1,1,0,1,2,0,1,1,"2022 - Belongs To Jurassic World Dominion.
Oscars Cheer Moment and Oscars Fan Moment - Its Jurassic World Dominion
 Thats the tweet 
#JurassicWorldDominion 
#SuckItWarnerBrothers https://t.co/N2ZXPRHIHO"
"556",0,1,0,1,0,0,0,0,0,0,0,"<U+0001F3AC><U+0001F4AB><U+0001F32E>Thanks to everybody that made it to the UTLA &amp; @TxExesLA Oscars Watch Party this Sunday at Justin Queso's! It's always great when we can get our current cohort together with our alumni in LA. #hookem https://t.co/XPbOFBp6XM"
"557",1,1,2,0,1,2,2,2,1,2,1,"HITTING HOME: A source close to the A-List family says the Oscar-winning actor is beginning to accept ‘he’ll never be able to fully repair the damage that was caused’ by the incident. https://t.co/CiLpYXRaCD https://t.co/0x5xezud4J"
"558",0,0,0,0,0,0,0,1,0,2,2,"The Academy are deciding on what “consequences” Will Smith will face for hitting Chris Rock at the Oscars 
https://t.co/OYIQsyjsQt"
"559",1,0,0,1,0,0,0,0,1,0,-1,"So this just basically confirms not only do the Oscars Think so little of Animation, they also fear it...<U+0001F914> https://t.co/du3gb59HLU"
"560",0,1,0,1,0,0,0,1,1,1,0,"@Raddsurfer People were outraged at what he did at the Oscars but now it is coming to light that the real villain in this story is Jada."
"561",3,1,1,2,1,1,1,2,4,2,-2,"The ""happy couple"". Life must be a slice of hell in that household. <U+0001F525>

Video of Will Smith's frustration with wife Jada Pinkett Smith resurfaces after Oscars slap scandal

https://t.co/yDGkE94vXe"
"562",0,0,0,0,0,0,0,0,0,0,0,"Somebody plz give Oscars to @RanaAyyub for this performance <U+0001F923><U+0001F923> https://t.co/PJ97tENhBh"
"563",1,2,2,1,2,2,0,3,2,4,2,"The sick irony is that Aunt Becky &amp; Felicity Huffman are likely members of the Academy which means they'll be casting votes on whether Will Smith should be punished. Sounds about White. #Oscars"
"564",0,0,0,0,0,0,0,0,0,0,0,"nothing, just zendaya's heels at the oscars. https://t.co/xBFOTNKEHE"
"565",1,0,0,0,0,0,1,0,1,0,-1,"Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa"
"566",0,0,0,0,0,0,0,1,0,2,2,"The Academy are deciding on what “consequences” Will Smith will face for hitting Chris Rock at the Oscars 
https://t.co/OYIQsyjsQt"
"567",0,0,0,0,0,0,0,1,0,1,1,"Paramount Pictures, JoJo Siwa exit Will Smith’s ‘Bounce’ after Oscars slapgate https://t.co/ch0EVL8fba"
"568",1,0,0,0,0,0,1,0,1,0,-1,"Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa"
"569",0,0,0,0,0,1,0,0,1,0,-1,"@paddypower Listen....if you had told me that last week at the #Oscars a black man wouldve walked up  on stage and 'pimp slapped another black guy....and NOTHING happened to either - what odds do you reckon I'd have been given! <U+0001F923>
Hahaha !
#WillAndChris 
#Oscars
#soblackoscars"
"570",0,0,0,0,0,1,0,0,1,0,-1,"If last week I'd have said a black guy would get up at the #Oscars and 'pimp slap' another black man ....
What odds do you reckon I'd have got! @AskPaddyPower 
#WillAndChris 
#Oscarssoblack"
"571",0,0,0,0,0,0,0,0,0,0,0,"This. @joshrottenberg @GlennWhipp @sonaiyak @AmyKinLA @thewendylee @IndieFocus @jenyamato @latimes 
https://t.co/JuTAwYGIVS"
"572",1,0,0,1,0,0,0,0,1,0,-1,"The Oscars fear Animation. https://t.co/kyWKCKzVpc https://t.co/J2Vj26X2vU"
"573",1,1,0,0,1,0,2,2,1,4,3,"Will Smith Resigns From Film Academy Over Oscars Slap, Issues Extensive Apology | HuffPost Entertainment https://t.co/PsxGqghCFO via @thescope"
"574",0,0,0,0,0,0,0,0,0,0,0,"Wowwww #Oscars #WillSmith #chrisrock uncut footage taken from Japanese TV. He smacked tf out of him <U+0001F633> https://t.co/gy9bvg9sYC"
"575",1,1,0,0,0,0,0,0,1,0,-1,"""MORBIUS: INTO THE MORBIVERSE""
THE FIRST MOVIE TO EVER SELL ONE MORBILLION TICKETS
A CULTURAL RESET
THE OSCARS WONT KNOW WHAT HIT EM
#MORBIUS #MORBIUSSWEEP #MORBIUSMOVIE https://t.co/AE0R1Vx0SK"
"576",1,1,0,1,1,1,2,0,2,2,0,"Oscars and Filmfare who?
I believe in Nishant's birthday party.
<U+0001F602><U+0001F602><U+0001F602>

Agar kuch controversy nhi hui n toh samajh lena bhagwan meherban hai.
Warna aaj atom bomb bhi gir sakta hai<U+0001F602><U+0001F62D><U+0001F602><U+0001F64F>

#TejRan #TejasswiPrakash #KaranKundrra #TejRanFam"
"577",0,0,0,0,0,0,0,1,0,0,0,"Oscars slapper Will Smith says he turned down 'Django' due to 'violence' https://t.co/oAEsLTxbqG https://t.co/nvSeM23Zfk"
"578",0,1,0,1,1,1,0,1,1,3,2,"""Where is the disabled talent and why is it not being developed and given breaks?""

Following Coda's triumph at the Oscars, Justin Edgar says why it's important for disabled talent from behind the lens to have more opportunities and recognition.
https://t.co/AVsTY5NWkf"
"579",0,0,0,0,0,0,0,0,0,1,1,"marlon brando and grace kelly oscars 1954 https://t.co/4ILuQqSxKy"
"580",0,0,0,2,0,1,0,2,2,3,1,"Houston...we have a problem !!
&gt;
#USA NAZI ??
Because only guy with REAL legal reason for war is #Putin !!
DE-NAZIFYING legal !!
+
Faster he cleans up sooner civilians life restored
=
DON'T #finance NAZIS like Prescott Bush because it looks like pattern
#StarWars #Oscars #GRAMMYs https://t.co/EY1e8gmdga"
"581",0,1,0,0,1,0,0,1,0,2,2,"And they called it puppy love...

Jamie Lee Curtis backstage at the 94th #Oscars. https://t.co/KyEQyxN41v"
"582",0,3,0,0,3,0,3,2,0,7,7,"Gloria Swanson anxiously awaiting the results of the Best Actress award at the La Zambra nightclub in New York City during a live radio link with the Oscars ceremony on 29 March, 1951. On the left is her fellow nominee and eventual winner, Judy Holliday.

Photo by Slim Aarons. https://t.co/TzMTc77okh"
"583",0,0,0,0,0,0,0,0,0,0,0,"@Raddsurfer The Oscars Slapper"
"584",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"585",1,0,0,1,0,0,0,0,1,0,-1,"So this just basically confirms not only do the Oscars Think so little of Animation, they also fear it...<U+0001F914> https://t.co/du3gb59HLU"
"586",0,0,0,0,0,0,0,0,0,0,0,"What does it tell you when both the Oscars and the Grammys don't even mention in passing Lata Mangeshkar, certainly one of, if not the, greatest playbacks ever?

It tells you that the West is racist. It also tells you that soft power means nothing if not backed with hard power. https://t.co/tV72jLOyj6"
"587",1,0,0,0,0,0,1,1,1,1,0,"Hollywood Reacts to Will Smith-Chris Rock Oscars Slap as Stars Take Sides https://t.co/O4LewEsQTJ via @Toofab"
"588",1,2,1,1,2,2,2,3,0,4,4,"Congratulations to @MSMnyc alumni and faculty members winning 2022 Grammy Awards, including @A_R_Costanzo and J'nai Bridges soloists for @MetOpera Best Opera Recording! 
@RecordingAcad 

#Oscars #akhnaten 

Read our blog post: https://t.co/tiQGo2FEtY https://t.co/YtkCQajTPS"
"589",0,0,0,0,0,0,0,0,0,0,0,"Charlize Theron subestimada #Oscars 
#Tully #MadMax #YoungAdult #InTheValleyOfElah https://t.co/YfbbBMzTSY"
"590",1,1,0,1,1,1,2,0,2,2,0,"Oscars and Filmfare who?
I believe in Nishant's birthday party.
<U+0001F602><U+0001F602><U+0001F602>

Agar kuch controversy nhi hui n toh samajh lena bhagwan meherban hai.
Warna aaj atom bomb bhi gir sakta hai<U+0001F602><U+0001F62D><U+0001F602><U+0001F64F>

#TejRan #TejasswiPrakash #KaranKundrra #TejRanFam"
"591",0,0,0,0,0,0,0,0,0,0,0,"@Ada_di_ora_mma This vid looks old though. Or is this after the Oscars?"
"592",0,0,0,0,0,0,0,0,0,0,0,"@JenNWCbus @slyons29 @RJBrandenburg @thespybrief @seamlessegg Old clip from IG resurfaced. Name in article. 
https://t.co/X1JJ0isJ75"
"593",0,0,0,0,0,1,0,0,0,1,1,"Aren’t the Oscars 93yrs old with only 7 winners total? While Hollywood is even older?  They aren’t going to be any more inclusive than they already are. https://t.co/2HfaXEGIXu"
"594",0,0,0,0,0,0,0,0,0,0,0,"Billie at the Oscars a few weeks ago! https://t.co/8b9qa8BsO7"
"595",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"596",0,1,0,0,1,0,0,1,0,2,2,"I’ve had no respect for the Oscars ever since 2004 when they snubbed “Goofy Goober Rock” for Best Original Song https://t.co/OzN0sbDZDs"
"597",1,1,0,1,1,0,1,1,1,1,0,"i hope next year the oscars is just a thunder dome for celebrities to fight WWE style"
"598",1,0,0,1,0,0,1,0,2,2,0,"Chris Rock's Non-Verbal Learning Disorder Gains Attention After Oscars Slap https://t.co/M20No6MXu7 @chrisrock &amp; @jadapsmith"
"599",2,0,2,2,0,1,0,0,2,0,-2,"@TheAcademy @michaelbay The Oscars have become disgusting. As if injecting woke-ism wasn’t bad enough."
"600",1,0,0,0,0,1,0,1,2,1,-1,"@Nadine_Writes @byetwit And yet the most some on LBC and TV could discuss is age old news re losing Oscars and play ignorance about copyright and security re a particular couple. Nadine give me strength."
"601",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"602",1,1,0,1,1,1,2,0,2,2,0,"Oscars and Filmfare who?
I believe in Nishant's birthday party.
<U+0001F602><U+0001F602><U+0001F602>

Agar kuch controversy nhi hui n toh samajh lena bhagwan meherban hai.
Warna aaj atom bomb bhi gir sakta hai<U+0001F602><U+0001F62D><U+0001F602><U+0001F64F>

#TejRan #TejasswiPrakash #KaranKundrra #TejRanFam"
"603",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"604",1,0,1,1,0,1,0,0,1,2,1,"see stuff like this, is while I don't condone what happened at the oscars, i understand it. Jada is very much being an abusive bitch and using him for her benefit. https://t.co/Nx2fLc54gq"
"605",0,0,0,0,0,0,0,0,0,1,1,"@PerezHilton If they do indeed take his Oscar…they better pull up to the houses of more than a few more winners and load up their Oscars~"
"606",1,1,0,2,1,0,1,1,2,1,-1,"@JoLuehmann We are until the end of April. Aries = ruled by Mars, god of war and it already started with a slap at the Oscars <U+0001F480>"
"607",1,0,0,0,0,0,1,0,1,0,-1,"The Oscars slap, but from an event professional's perspective: 

https://t.co/EaQP4RjWi2 
via @eventleaders"
"608",0,0,0,0,0,0,0,0,0,0,0,"@ExSecular Best actor Oscars should go to her."
"609",0,1,0,1,1,0,0,0,2,1,-1,"I wanna thank my mum who brought me to this world, and the amazing friends here on the platform..

Oh wait this is not the Oscars..

ITS WAY BETTER <U+0001F62D><U+0001F62D>

See you soon baby @MSuppasit 

#MewSuppasit #<U+0E21><U+0E34><U+0E27><U+0E28><U+0E38><U+0E20><U+0E28><U+0E34><U+0E29><U+0E0F><U+0E4C> #Before430 https://t.co/JkHJ5Qqtyp"
"610",0,2,0,0,0,0,0,0,0,1,1,"She just said she didn't actually plan the outing, her friends were going to see him and she's just tagging along for the night out.

Somewhat more acceptable.

Still can't fathom how the oscars didn't clue her in tho"
"611",1,0,0,0,0,0,1,1,1,0,-1,"@edthetechie Can you make it look like Putin was riding Will Smith at the Oscars? 

I mean, the whole slap was clearly his doing"
"612",1,0,0,0,0,0,1,0,1,0,-1,"BREAKING NEWS: Jada Pinkett Breaks Her Silence On The Oscars Slap &amp; Will... https://t.co/45m5Bo7yEy via @YouTube"
"613",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"614",1,0,0,0,0,0,1,2,1,0,-1,"#ILOVEWILLSMITH 
Poll: Support for Will Smith Eroded Fast in Days Following Oscars Slap https://t.co/fJUyp0p2oA"
"615",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"616",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"617",1,1,1,1,0,1,0,0,1,0,-1,"thinking about this iconic devil wears prada moment at the oscars in 2007 https://t.co/2VZiZO2lzW"
"618",0,0,0,0,0,0,0,1,0,1,1,"Yes. Absolutely and It deserves more Oscars especially Sean Astin’s Oscar as best supporting actor as Samwise Gamgee. https://t.co/iCT7CBcO2t"
"619",2,0,1,1,0,0,2,2,2,3,1,"@SadhguruJV @DelanoDSouza <U+0001F534>Indian<U+0001F1EE><U+0001F1F3> mystic @SadhguruJV counts #WillSmith among his followers... what does the famous #guru<U+0001F9D8><U+200D><U+2642><U+FE0F> think about the infamous #Oscars<U+0001F3AC> slap, and #nonviolence in general?

FRANCE 24's @DelanoDSouza speaks with #Sadhguru in an exclusive #interview<U+2935><U+FE0F> https://t.co/KHYbqcvkdc"
"620",1,1,0,2,1,3,2,0,6,4,-2,"Will &amp; @jadapsmith :
A while back, adds context to his declining mental issues/out of character public outburst at the Oscars. 

Will was asked to leave after hitting Chris Rock &amp; the LAPD wanted to arrest him.Chris saved his ass from jail. 
@chrisrock a consummate pro https://t.co/QHorGr6ouX"
"621",1,0,0,1,1,1,1,1,1,1,0,"so ... will smith is in a seriously abusive relationship. things i didn't know until the Oscars outburst! https://t.co/2ntZXMpwz7"
"622",2,0,1,2,1,2,1,0,2,1,-1,"I’m not excusing his outburst at the Oscars. But man, I feel bad for this man. https://t.co/DCwCwyV8Hi"
"623",0,1,1,0,1,1,1,1,0,1,1,"Don't miss the #Oscars winning #CODAFilm, back in cinemas across the UK now! https://t.co/yznkb448nh https://t.co/0vgN1HT2L6"
"624",0,1,0,1,1,0,0,0,2,1,-1,"I wanna thank my mum who brought me to this world, and the amazing friends here on the platform..

Oh wait this is not the Oscars..

ITS WAY BETTER <U+0001F62D><U+0001F62D>

See you soon baby @MSuppasit 

#MewSuppasit #<U+0E21><U+0E34><U+0E27><U+0E28><U+0E38><U+0E20><U+0E28><U+0E34><U+0E29><U+0E0F><U+0E4C> #Before430 https://t.co/JkHJ5Qqtyp"
"625",0,1,0,0,1,0,0,2,0,3,3,"Day1496/Reason#1496 I’d be great at the Oscars—I don’t normally listen to podcasts, but this seems like one I could enjoy  

 #oscars2023 #AcademyAwards        #Oscars  #TheEllenShow @KellyClarksonTV @DrewBarrymoreTV @TheAcademy https://t.co/8iujRENzUN"
"626",0,1,2,0,1,1,1,2,0,2,2,"Craig Foster’s My Octopus Teacher winning best documentary at the 2021 Oscars and it being the first SA documentary to win best doc at the Oscars"
"627",0,1,0,1,0,0,0,1,1,1,0,"@Raddsurfer People were outraged at what he did at the Oscars but now it is coming to light that the real villain in this story is Jada."
"628",0,0,0,0,0,0,0,0,0,0,0,"Only cares about clout.

https://t.co/9IHZKE1zHu"
"629",0,3,0,1,2,0,2,4,0,6,6,"Every year, I watch the #Oscars and #Grammys and wish there were an award show for the most talented, creative people I know: Teachers. Let's give a trophy to the physics teacher who inspires a girl to enter #STEM. Let's celebrate the pre-k teacher who helps a kid learn to read."
"630",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"631",1,0,1,1,0,1,1,1,2,1,-1,"secret meeting with #WillSmith  = jumped before he was pushed....Coward

#willsmithslap  : Academy to decide on sanctions against actor for Oscars slap https://t.co/LINTtpRATv"
"632",1,0,0,0,0,0,1,0,1,0,-1,"Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa"
"633",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"634",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"635",1,0,0,1,0,0,0,0,1,0,-1,"So this just basically confirms not only do the Oscars Think so little of Animation, they also fear it...<U+0001F914> https://t.co/du3gb59HLU"
"636",0,1,0,0,1,0,1,2,0,4,4,"A celebration is in order for Chairman and CEO Jeffrey Lurie and his Play/Action Pictures as <U+0001D61A><U+0001D636><U+0001D62E><U+0001D62E><U+0001D626><U+0001D633> <U+0001D630><U+0001D627> <U+0001D61A><U+0001D630><U+0001D636><U+0001D62D> won the Oscar for Best Documentary Feature at the #Oscars!"
"637",1,1,2,0,1,2,2,2,1,2,1,"HITTING HOME: A source close to the A-List family says the Oscar-winning actor is beginning to accept ‘he’ll never be able to fully repair the damage that was caused’ by the incident. https://t.co/CiLpYXRaCD https://t.co/0x5xezud4J"
"638",0,0,0,0,0,0,0,0,0,0,0,"Somebody plz give Oscars to @RanaAyyub for this performance <U+0001F923><U+0001F923> https://t.co/PJ97tENhBh"
"639",1,0,0,0,0,0,1,1,1,0,-1,"Jada Pinkett Smith BETRAYS Will Smith Over Oscars Slap | Gets SLAMMED Af... https://t.co/hMepBzRUUf via @YouTube"
"640",0,0,0,0,0,0,0,0,0,1,1,"#Oscars material 
The first ever GHANAIAN  <U+0001F1EC><U+0001F1ED>  personality to nominated at the E! People's Choice Awards https://t.co/U8JFiYlCoH"
"641",0,0,0,0,0,0,0,1,0,1,1,"Chris D'Elia Reacts to Will Smith Slapping Chris Rock at The Oscars | Co... https://t.co/OKNVeQuy0k via @YouTube"
"642",0,0,0,0,0,0,0,1,1,1,0,"@ErickWeber If Will Smith loses his Oscar then there's something really wrong with the Academy as Roman and Harvey still have their Oscars."
"643",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"644",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"645",0,1,0,0,1,1,1,3,2,5,3,"I am cisgender and was in my late teens in 2006- Dolly Parton preforming Travelin' Thru at the Oscars that year is one of my first memories of a real cultural embrace of the <U+0001F3F3><U+FE0F><U+200D><U+26A7><U+FE0F> community. Much to her credit."
"646",1,1,0,1,1,1,2,0,2,2,0,"Oscars and Filmfare who?
I believe in Nishant's birthday party.
<U+0001F602><U+0001F602><U+0001F602>

Agar kuch controversy nhi hui n toh samajh lena bhagwan meherban hai.
Warna aaj atom bomb bhi gir sakta hai<U+0001F602><U+0001F62D><U+0001F602><U+0001F64F>

#TejRan #TejasswiPrakash #KaranKundrra #TejRanFam"
"647",1,0,0,0,0,0,1,0,2,0,-2,"Cele|bitchy | David Oyelowo: The Oscars slap should not be used an excuse to be racist https://t.co/QwweSN5s1k"
"648",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"649",0,1,0,0,0,0,0,0,0,3,3,"Sometimes the Academy gets it right, but sometimes they have some Missed Oscartunities (<U+0001F92A>). Check out our list of over 50 performers we feel deserved a win over the span of their career, but were overlooked come #Oscars night! https://t.co/paRaPw1oTR https://t.co/WUaKsqdltC"
"650",1,0,0,0,0,0,1,0,1,0,-1,"Will Smith's Oscars slap: A detailed timeline from insiders - Los Angeles Times https://t.co/6ad2PuGE51"
